"REF_DATE","GEO","DGUID","Gender","Type of migrant","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Canada","2021A000011124","Total - gender","Net non-permanent residents","30 to 34 years","Persons","249","units","0","v41444367","1.1.7.44","-1834","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Net non-permanent residents","30 to 34 years","Persons","249","units","0","v41444367","1.1.7.44","1444","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Net non-permanent residents","30 to 34 years","Persons","249","units","0","v41444367","1.1.7.44","5218","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Net non-permanent residents","30 to 34 years","Persons","249","units","0","v41444367","1.1.7.44","-5229","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Net non-permanent residents","30 to 34 years","Persons","249","units","0","v41444367","1.1.7.44","-10111","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Net non-permanent residents","30 to 34 years","Persons","249","units","0","v41444367","1.1.7.44","8451","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Net non-permanent residents","30 to 34 years","Persons","249","units","0","v41444367","1.1.7.44","83345","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Net non-permanent residents","30 to 34 years","Persons","249","units","0","v41444367","1.1.7.44","85192","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Net non-permanent residents","30 to 34 years","Persons","249","units","0","v41444367","1.1.7.44","-18721","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","1432","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","311","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","1377","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","-1209","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","-926","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","86","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","1256","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","4943","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","4473","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","-2828","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","-4812","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","753","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","93","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","-3318","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","-8900","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","-8168","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","-1830","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","4005","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","7871","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","1439","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","-2838","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","7628","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","59990","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","72274","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Net non-permanent residents","35 to 39 years","Persons","249","units","0","v41444374","1.1.7.50","-1873","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","1350","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","279","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","957","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-1074","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-835","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-430","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","445","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","3042","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","2703","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-2876","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-3833","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-235","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-348","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-2734","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-6625","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-5500","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-1632","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","3288","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","5244","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","1098","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","-1212","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","3970","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","36253","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","53778","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Net non-permanent residents","40 to 44 years","Persons","249","units","0","v41444380","1.1.7.56","3077","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","627","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-69","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","51","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-742","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-672","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-422","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-483","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","1149","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","824","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-2062","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-2644","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-648","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-1253","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-2722","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-5333","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-4082","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-2258","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","470","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","1860","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-592","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","-1623","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","1301","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","18077","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","30961","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Net non-permanent residents","45 to 49 years","Persons","249","units","0","v41444387","1.1.7.62","1048","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","335","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-213","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-85","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-524","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-558","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-297","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-417","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","183","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-31","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-1274","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-1290","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-178","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-1043","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-1805","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-3550","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-2387","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-1616","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-214","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","315","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-997","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","-1370","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","274","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","9446","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","18091","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Net non-permanent residents","50 to 54 years","Persons","249","units","0","v41444393","1.1.7.68","519","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","40","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-186","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-308","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-490","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-320","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-298","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-444","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-57","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-157","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-556","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-699","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-311","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-573","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-1347","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-1958","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-1559","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-1036","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-257","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-50","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-1238","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","-1233","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","928","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","5285","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","11713","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Net non-permanent residents","55 to 59 years","Persons","249","units","0","v41444400","1.1.7.74","763","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","90","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-130","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-133","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-480","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-191","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-200","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-263","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-110","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-169","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-274","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-249","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-213","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-491","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-676","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-1126","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-957","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-595","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-305","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-388","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-539","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","-989","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","1256","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","4314","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","9243","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Net non-permanent residents","60 to 64 years","Persons","249","units","0","v41444407","1.1.7.80","264","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-59","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-106","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-84","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-269","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-189","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-95","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-141","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-104","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-67","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-146","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-156","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-285","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-273","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-509","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-479","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-505","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-243","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-198","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-108","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-265","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","-608","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","1052","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","2525","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","5471","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Net non-permanent residents","65 to 69 years","Persons","249","units","0","v41444413","1.1.7.86","104","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Net non-permanent residents","70 to 74 years","Persons","249","units","0","v41444414","1.1.7.87","-26","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Net non-permanent residents","70 to 74 years","Persons","249","units","0","v41444414","1.1.7.87","-70","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Net non-permanent residents","70 to 74 years","Persons","249","units","0","v41444414","1.1.7.87","-107","","","","0"
