"REF_DATE","GEO","DGUID","Gender","Type of migrant","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020/2021","Canada","2021A000011124","Women+","Immigrants","100 years and older","Persons","249","units","0","v31227758","1.3.1.138","0","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Immigrants","100 years and older","Persons","249","units","0","v31227758","1.3.1.138","0","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Immigrants","100 years and older","Persons","249","units","0","v31227758","1.3.1.138","0","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Immigrants","100 years and older","Persons","249","units","0","v31227758","1.3.1.138","0","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Immigrants","100 years and older","Persons","249","units","0","v31227758","1.3.1.138","0","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","25913","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","24991","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","25106","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","26180","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","25209","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","25624","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","21140","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","24010","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","22852","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","19984","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","20240","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","25891","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","24147","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","25042","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","25240","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","25222","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","25737","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","18133","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","16004","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","14581","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","11582","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","21553","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","28796","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","29613","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","All ages","Persons","249","units","0","v1566864525","1.3.8.1","30509","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","32","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","117","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","114","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","135","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","156","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","215","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","219","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","251","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","222","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","164","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","189","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","207","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","180","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","192","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","193","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","176","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","110","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","83","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","74","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","56","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","61","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","133","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","147","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","153","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","-1 year","Persons","249","units","0","v1566864526","1.3.8.2","158","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","400","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1348","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1170","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1343","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1586","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1867","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1682","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","2090","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1966","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1579","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1775","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","2175","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1940","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1986","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","2006","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1877","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1601","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1167","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1035","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","860","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","777","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1583","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1893","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1938","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","0 to 4 years","Persons","249","units","0","v1566864527","1.3.8.8","1997","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","2140","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1584","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1303","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1301","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1374","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1452","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1262","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1571","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1557","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1318","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1375","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1846","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1717","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1727","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1726","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1635","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1872","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1328","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1215","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1063","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","889","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","1762","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","2168","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","2230","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","5 to 9 years","Persons","249","units","0","v1566864533","1.3.8.14","2296","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","1948","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","1233","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","1101","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","947","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","769","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","888","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","902","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","1023","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","999","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","749","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","692","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","924","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","869","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","855","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","845","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","777","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","1027","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","695","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","599","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","585","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","499","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","1207","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","1537","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","1562","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","10 to 14 years","Persons","249","units","0","v1566864539","1.3.8.20","1614","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","1419","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","275","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","221","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","194","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","13","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-70","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-103","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","17","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","38","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-74","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-174","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-3","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-87","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-115","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-126","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-108","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-237","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-421","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-471","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-294","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","-285","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","164","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","294","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","295","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","15 to 19 years","Persons","249","units","0","v1566864545","1.3.8.26","308","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","627","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","1901","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","1910","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","1847","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","1611","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","1402","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","587","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","808","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","704","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","340","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","191","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","938","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","690","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","803","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","814","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","822","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","654","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","159","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","-43","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","105","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","-2","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","1210","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","1494","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","1542","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","20 to 24 years","Persons","249","units","0","v1566864551","1.3.8.32","1582","","","","0"
"2000/2001","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","2937","","","","0"
"2001/2002","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","4237","","","","0"
"2002/2003","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","4433","","","","0"
"2003/2004","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","4656","","","","0"
"2004/2005","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","4321","","","","0"
"2005/2006","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","4281","","","","0"
"2006/2007","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3389","","","","0"
"2007/2008","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3676","","","","0"
"2008/2009","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3434","","","","0"
"2009/2010","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3081","","","","0"
"2010/2011","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3109","","","","0"
"2011/2012","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3973","","","","0"
"2012/2013","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3519","","","","0"
"2013/2014","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3620","","","","0"
"2014/2015","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3870","","","","0"
"2015/2016","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3887","","","","0"
"2016/2017","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3883","","","","0"
"2017/2018","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","2818","","","","0"
"2018/2019","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","2471","","","","0"
"2019/2020","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","2165","","","","0"
"2020/2021","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","1538","","","","0"
"2021/2022","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3124","","","","0"
"2022/2023","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","3967","","","","0"
"2023/2024","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","4081","","","","0"
"2024/2025","Canada","2021A000011124","Women+","Net emigration","25 to 29 years","Persons","249","units","0","v1566864557","1.3.8.38","4206","","","","0"
